Location,Habitat,Order,Family,UniqueGroup,Length_mm,Width_mm,TrophicStatus,PollutionScore
BirchRoad,Leaf,Plecoptera,,47,6,2,Shredder,1
BirchRoad,Leaf,Plecoptera,,47,2.2,1,Shredder,1
BirchRoad,Leaf,Plecoptera,,47,6,2.5,Shredder,1
BirchRoad,Leaf,Plecoptera,,47,5.2,2.2,Shredder,1
BirchRoad,Leaf,Plecoptera,,47,4,0.8,Shredder,1
BirchRoad,Leaf,Plecoptera,,47,13.5,4.7,Shredder,1
BirchRoad,Leaf,Plecoptera,,47,3.5,1.2,Shredder,1
BirchRoad,Leaf,Plecoptera,,47,9,3,Shredder,1
BirchRoad,Leaf,Plecoptera,,47,3,7,Shredder,1
BirchRoad,Rock,Plecoptera,,47,25,7,Shredder,1
BirchRoad,Rock,Plecoptera,,47,4,1,Shredder,1
BirchRoad,Rock,Plecoptera,,47,4,3,Shredder,1
BirchRoad,Rock,Plecoptera,,47,4,1,Shredder,1
BirchRoad,Rock,Plecoptera,,47,6,1,Shredder,1
BirchRoad,Rock,Plecoptera,,47,4,1,Shredder,1
BirchRoad,Rock,Plecoptera,,47,3,1,Shredder,1
BirchForest,Rock,Trichopetera,Hydroptilidae,52,7.5,1,Shredder,4
HoosicRiver,Leaf,Trichopetera,Hydroptilidae,52,11,1.5,Shredder,4
BirchForest,Rock,Trichopetera,Hydroptilidae ,52,5,1,Shredder,4
BirchForest,Leaf,Trichopetera,Lepidostomatidae,53,5,1,Shredder,1
BirchForest,Leaf,Trichopetera,Lepidostomatidae,53,7,1,Shredder,1
BirchForest,Leaf,Trichopetera,Lepidostomatidae,53,6,0.8,Shredder,1
BirchForest,Leaf,Trichopetera,Lepidostomatidae,53,7,1,Shredder,1
BirchForest,Leaf,Trichopetera,Lepidostomatidae,53,6,0.8,Shredder,1
BirchForest,Rock,Trichopetera,Lepidostomatidae ,53,6,1,Shredder,1
BirchForest,Rock,Trichopetera,Rhyacophilidae,54,7.5,1,Shredder,0
BirchForest,Leaf,Diptera,Tipulidae,14,8,2,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,16,2,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,0.3,0.1,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,16,2.5,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,14,2,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,8,1.3,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,11,2,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,160,20,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,3,1,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,6,1,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,9,1,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,16,2.5,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,14,2,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,8,1.3,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,11,2,Shredder,3
BirchForest,Leaf,Diptera,Tipulidae,14,6,1,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,,1.5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,37,5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,22,2.5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,18,3,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,16,3,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,16,3.5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,15,3,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,12,2,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,29,4,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,18.5,3,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,27,4,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,12,2,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,11,2,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,13,2,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,9,2,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,8.5,2,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,10,1.5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,9.5,2,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,11,2,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,7,1.5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,9,1.5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,8,1.5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,8,1,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,5,1,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,15.9,2.4,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,17,2.5,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,13.5,2.1,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,21,3,Shredder,3
BirchRoad,Rock,Diptera,Tipulidae,14,5,1,Shredder,3
BirchRoad,Leaf,Diptera,Tipulidae,14,1.6,0.2,Shredder,3
BirchRoad,Rock,Ephemeroptera, ,16,18,5,,3
BirchForest,Rock,Ephemeroptera,,26,,,,3
HoosicRiver,Leaf,Ephemeroptera,,26,2,0.7,,3
HoosicRiver,Rock,Ephemeroptera,,26,2,1,,3
BirchRoad,Leaf,Ephemeroptera,,26,10,6,,3
BirchRoad,Leaf,Ephemeroptera,,26,4.5,1,,3
BirchRoad,Leaf,Ephemeroptera,,26,5,1,,3
BirchRoad,Leaf,Ephemeroptera,,26,2,1,,3
BirchRoad,Leaf,Ephemeroptera,,26,6,3,,3
BirchRoad,Rock,Ephemeroptera,,26,8,4,,3
BirchRoad,Rock,Ephemeroptera,,26,7,2,,3
BirchRoad,Rock,Ephemeroptera,,26,8,3,,3
BirchRoad,Rock,Ephemeroptera,,26,5,2,,3
BirchRoad,Leaf,Ephemeroptera,,26,4,1,,3
BirchForest,Rock,Lepidoptera,Pyralidae,34,11,2,,
BirchForest,Rock,Lepidoptera,Pyralidae,34,11,2,,
HoosicRiver,Rock,Lepidoptera,,35,11,4,,
BirchForest,Leaf,Trichopetera,Glossosomatidae,49,10,2,,0
BirchForest,Rock,Trichopetera,Glossosomatidae,49,5,1,,0
BirchForest,Leaf,Trichopetera,Helicopsychidae,50,10,2,,
BirchForest,Leaf,Trichopetera,,55,4,0.5,,2
BirchForest,Rock,Trichopetera,,55,2.5,1,,2
BirchForest,Rock,Trichopetera,,55,6,2,,2
BirchForest,Rock,Trichopetera,,55,7,0.8,,2
BirchForest,Leaf,Trichopetera,,55,4,0.5,,2
BirchForest,Rock,Trichopetera,,55,7,0.8,,2
HoosicRiver,Leaf,Trichopetera,,55,7,1,,2
HoosicRiver,Leaf,Trichopetera,,55,6,1,,2
HoosicRiver,Rock,Trichopetera,,55,13,1,,2
BirchRoad,Leaf,Trichopetera,,55,3.8,0.3,,2
BirchRoad,Leaf,Trichopetera,,55,4.8,,,2
BirchRoad,Rock,Trichopetera,,55,10,1,,2
BirchRoad,Rock,Trichopetera,,55,7,1,,2
BirchRoad,Rock,Trichopetera,,55,6,1,,2
BirchRoad,Rock,Trichopetera,,55,7,1,,2
BirchRoad,Rock,Trichopetera,,55,7,1,,2
BirchRoad,Rock,Trichopetera,,55,14,1.2,,2
BirchRoad,Rock,Trichopetera,,55,6,1,,2
BirchRoad,Rock,Trichopetera,,55,7,1,,2
BirchRoad,Rock,Trichopetera,,55,5,1,,2
BirchRoad,Rock,Trichopetera,,55,13,1,,2
BirchRoad,Rock,Trichopetera,,55,12,2,,2
BirchRoad,Rock,Trichopetera,,55,8,1.5,,2
BirchRoad,Rock,Trichopetera,,55,7,1,,2
BirchRoad,Rock,Trichopetera,,55,8,2,,2
BirchRoad,Rock,Trichopetera,,55,6,1,,2
BirchRoad,Rock,Trichopetera,,55,6,0.5,,2
BirchRoad,Rock,Trichopetera,,55,1.8,0.2,,2
BirchRoad,Rock,Trichopetera,,55,11,1.5,,2
BirchRoad,Rock,Trichopetera,,55,8,1,,2
HoosicRiver,Rock,Turbellaria,,56,7,2,,8
HoosicRiver,Rock,Turbellaria,,56,7,2,,8
HoosicRiver,Rock,Turbellaria,,56,7,2,,8
HoosicRiver,Rock,Turbellaria,,56,3,1,,8
BirchRoad,Leaf,Turbellaria,,56,8,2,,8
